"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000180616",4.90784875602604,2.17032657059394,0.915131784317332,2.37160003377322,0.0177112516028941,0.0333412218831848,"SSTR2","6752","somatostatin receptor 2"
"ENSG00000107890",277.423395233565,-0.261561002954853,0.1103335584869,-2.37063869362927,0.0177573802237931,0.0334237892386031,"ANKRD26","22852","ankyrin repeat domain 26"
"ENSG00000172340",806.137292590376,-0.185881728450181,0.0784250943419001,-2.37018176401314,0.0177793422685979,0.0334608538315153,"SUCLG2","8801","succinate-CoA ligase GDP-forming beta subunit"
"ENSG00000119401",599.377886460689,0.192740404058745,0.0813212281424416,2.37011182026349,0.017782706172189,0.0334629115890859,"TRIM32","22954","tripartite motif containing 32"
"ENSG00000155926",2.55895405153504,3.62710603336113,1.53043183498792,2.3699886204927,0.017788632749221,0.0334697905601964,"SLA","6503","Src like adaptor"
"ENSG00000161551",60.6569776241943,0.549833393179759,0.232005104552561,2.36991937845572,0.0177919644263433,0.033471786024438,"ZNF577","84765","zinc finger protein 577"
"ENSG00000157833",57.6604335488074,-0.572404716441223,0.241557241851601,-2.36964419718319,0.0178052105619066,0.0334924305375085,"GAREM2","150946","GRB2 associated regulator of MAPK1 subtype 2"
"ENSG00000170113",360.666414561583,-0.229415750911693,0.0968266642178002,-2.36934477465473,0.0178196333912133,0.0335152829147143,"NIPA1","123606","non imprinted in Prader-Willi/Angelman syndrome 1"
"ENSG00000185163",380.414826982689,-0.237179985964054,0.10011387302126,-2.36910209151221,0.017831330661116,0.0335330038641735,"DDX51","317781","DEAD-box helicase 51"
"ENSG00000170473",251.095179011626,0.278865705442353,0.117717376470249,2.3689425792872,0.0178390227763189,0.0335431892928539,"PYM1","84305","PYM homolog 1, exon junction complex associated factor"
"ENSG00000118514",3.28032867563986,3.11904819499971,1.31693328262244,2.36841777496023,0.0178643507963018,0.0335865291537054,"ALDH8A1","64577","aldehyde dehydrogenase 8 family member A1"
"ENSG00000182168",6.35825952210307,1.8283518974067,0.772225410320234,2.3676401643511,0.0179019376389411,0.0336529026687135,"UNC5C","8633","unc-5 netrin receptor C"
"ENSG00000261221",395.210195524889,0.228849594458941,0.0967292631323701,2.36587757466703,0.0179873913542358,0.0338070707629006,"ZNF865","100507290","zinc finger protein 865"
"ENSG00000151846",15.9489966232315,-1.0685614415213,0.451659924170734,-2.36585400726713,0.0179885363633238,0.0338070707629006,"PABPC3","5042","poly(A) binding protein cytoplasmic 3"
"ENSG00000147955",1279.85244965756,-0.139623501737011,0.0590277406133854,-2.36538787163656,0.0180111964282058,0.0338453414457347,"SIGMAR1","10280","sigma non-opioid intracellular receptor 1"
"ENSG00000132676",1367.00803191968,-0.139268923720814,0.0589152427033123,-2.36388610706655,0.0180843712288953,0.0339785139178301,"DAP3","7818","death associated protein 3"
"ENSG00000151665",140.966461375018,-0.37761728924293,0.159779642787831,-2.36336295822341,0.0181099231946814,0.0340221858563689,"PIGF","5281","phosphatidylinositol glycan anchor biosynthesis class F"
"ENSG00000141569",353.11803224461,0.240872348714122,0.101923867922183,2.36325753353498,0.0181150762398492,0.0340275291387838,"TRIM65","201292","tripartite motif containing 65"
"ENSG00000154889",133.111515504762,0.36731777307657,0.155505416620427,2.36208989409775,0.0181722351212588,0.0341305468608528,"MPPE1","65258","metallophosphoesterase 1"
"ENSG00000178397",269.356745104238,-0.261945403812047,0.110928274549988,-2.36139437735511,0.0182063574122566,0.0341902772097143,"FAM220A","84792","family with sequence similarity 220 member A"
"ENSG00000136710",276.315864892578,0.266265951577654,0.112766369021328,2.36121774504679,0.0182150319818821,0.0342005289598007,"CCDC115","84317","coiled-coil domain containing 115"
"ENSG00000126215",80.3934902613232,-0.477562882157266,0.202255278224637,-2.36118872322756,0.0182164576153098,0.0342005289598007,"XRCC3","7517","X-ray repair cross complementing 3"
"ENSG00000081320",936.098129912365,0.153508123598489,0.0650609830213794,2.35944980339515,0.0183020567457234,0.0343568605678858,"STK17B","9262","serine/threonine kinase 17b"
"ENSG00000177683",301.507965876113,-0.2515320474718,0.10661255781741,-2.35930975319611,0.0183089660787129,0.0343654536510532,"THAP5","168451","THAP domain containing 5"
"ENSG00000166228",192.8735555981,-0.332326096358142,0.140886262011505,-2.35882542139562,0.0183328780437136,0.0344059539804217,"PCBD1","5092","pterin-4 alpha-carbinolamine dehydratase 1"
"ENSG00000012211",88.0798992053375,0.474515161572367,0.201298064866709,2.35727632000124,0.0184095424429911,0.0345444414805541,"PRICKLE3","4007","prickle planar cell polarity protein 3"
"ENSG00000163634",554.161089133083,-0.201185111338301,0.0853477524365962,-2.35723971158771,0.0184113575674958,0.0345444414805541,"THOC7","80145","THO complex 7"
"ENSG00000174915",691.856907843274,-0.175179971256548,0.0743281223047605,-2.35684645090689,0.0184308661663493,0.034576642764722,"PTDSS2","81490","phosphatidylserine synthase 2"
"ENSG00000103942",14.6147140509416,-1.15099893994414,0.488382613989547,-2.35675658177459,0.0184353268698172,0.0345806093174704,"HOMER2","9455","homer scaffolding protein 2"
"ENSG00000072840",1312.66018131233,-0.141294791846281,0.0599579099500684,-2.35656633068011,0.0184447732044256,0.0345939256155286,"EVC","2121","EvC ciliary complex subunit 1"
"ENSG00000012660",1532.3718028922,0.135529327474973,0.0575231405940889,2.35608358784395,0.0184687613342248,0.0346345087853168,"ELOVL5","60481","ELOVL fatty acid elongase 5"
"ENSG00000152464",90.3896244315088,0.44626611595155,0.189494051972627,2.35504023110981,0.0185207004053511,0.0347274914216368,"RPP38","10557","ribonuclease P/MRP subunit p38"
"ENSG00000119636",38.2275635943553,-0.692401284769523,0.294033212790466,-2.35484038758214,0.0185306633375258,0.0347417524829482,"BBOF1","80127","basal body orientation factor 1"
"ENSG00000106554",770.041992194001,-0.175911171501721,0.0747052871344735,-2.35473523025313,0.0185359076986992,0.0347471645463532,"CHCHD3","54927","coiled-coil-helix-coiled-coil-helix domain containing 3"
"ENSG00000106355",247.629441688655,-0.274439765726703,0.116551347098196,-2.35466832910549,0.0185392448399722,0.0347490004389558,"LSM5","23658","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000148943",637.398549159635,0.189292583769277,0.0803975309467908,2.35445767475815,0.0185497560658438,0.0347642808873862,"LIN7C","55327","lin-7 homolog C, crumbs cell polarity complex component"
"ENSG00000178338",78.0875661791286,0.478435109411184,0.203252493765202,2.35389539654984,0.0185778381524762,0.0348124829868016,"ZNF354B","117608","zinc finger protein 354B"
"ENSG00000121067",646.044224429804,0.18486935683856,0.0785796195597822,2.35263746343178,0.0186407983519167,0.0349260216260549,"SPOP","8405","speckle type BTB/POZ protein"
"ENSG00000144369",440.320495711055,-0.210847685838976,0.0896249561814287,-2.35255552496064,0.0186449058829658,0.0349292770945914,"FAM171B","165215","family with sequence similarity 171 member B"
"ENSG00000174799",204.423637725632,0.2978296508426,0.126627255797415,2.35201852055519,0.0186718452286127,0.034975299311044,"CEP135","9662","centrosomal protein 135"
"ENSG00000184995",26.7982482882877,0.824278410094252,0.350609489285891,2.35098716744122,0.0187236795734543,0.0350679361486299,"IFNE","338376","interferon epsilon"
"ENSG00000181610",504.176571927276,-0.216482508821095,0.0920835662232594,-2.35093532646451,0.0187262883468521,0.035068365648781,"MRPS23","51649","mitochondrial ribosomal protein S23"
"ENSG00000075914",280.65099103119,-0.267256507701693,0.113745385053515,-2.34960308566324,0.0187934393544413,0.0351896467038186,"EXOSC7","23016","exosome component 7"
"ENSG00000257218",282.910918114324,-0.257909628669045,0.109771657776348,-2.34951019136942,0.0187981294955603,0.0351939573812967,"GATC","283459","glutamyl-tRNA amidotransferase subunit C"
"ENSG00000174576",2.21030781388007,-3.62117054266438,1.541528010349,-2.34907865335808,0.0188199308508856,0.0352302986003242,"NPAS4","266743","neuronal PAS domain protein 4"
"ENSG00000089091",33.2410621955649,0.727550291596539,0.30988162649088,2.34783294458392,0.0188829883227819,0.035343850889149,"DZANK1","55184","double zinc ribbon and ankyrin repeat domains 1"
"ENSG00000065833",1471.09280908062,0.139597237925566,0.0594672295178976,2.34746496612142,0.0189016506195823,0.0353742891214482,"ME1","4199","malic enzyme 1"
"ENSG00000144895",1047.12192107892,0.145825894695036,0.0621228929458002,2.34737771826343,0.0189060778233469,0.0353780821432818,"EIF2A","83939","eukaryotic translation initiation factor 2A"
"ENSG00000180592",10.763621087522,-1.35426954877338,0.577055546012881,-2.34686168104716,0.0189322815631867,0.0354226184687376,"SKIDA1","387640","SKI/DACH domain containing 1"
"ENSG00000171385",5.40199602142946,-1.95178429640105,0.831932987129652,-2.34608355071377,0.0189718541222965,0.0354921535991883,"KCND3","3752","potassium voltage-gated channel subfamily D member 3"
"ENSG00000076864",6.2065098600957,1.84350165966091,0.78592490925056,2.34564605086615,0.0189941353431386,0.0355293269053404,"RAP1GAP","5909","RAP1 GTPase activating protein"
"ENSG00000162623",503.667948994348,0.207367337681497,0.0884128060493577,2.34544459052382,0.0190044031122755,0.035544021963035,"TYW3","127253","tRNA-yW synthesizing protein 3 homolog"
"ENSG00000168883",833.08351082127,-0.164648147513772,0.0702229767273931,-2.34464779459491,0.0190450607431884,0.0356155443767429,"USP39","10713","ubiquitin specific peptidase 39"
"ENSG00000125089",34.5224345252342,-0.735344463242263,0.313698700618429,-2.34411064436224,0.0190725124832814,0.0356623558714287,"SH3TC1","54436","SH3 domain and tetratricopeptide repeats 1"
"ENSG00000113384",1795.2415361667,0.12250432606961,0.0522654651625742,2.34388665036375,0.0190839701958081,0.0356792531708512,"GOLPH3","64083","golgi phosphoprotein 3"
"ENSG00000143333",5.81105183828782,1.94457746388426,0.829821158787039,2.34336934325304,0.0191104544222316,0.0357242360825532,"RGS16","6004","regulator of G protein signaling 16"
"ENSG00000118197",159.817992115027,0.353515603163472,0.150871802207191,2.34315225238705,0.019121578245803,0.0357404971701516,"DDX59","83479","DEAD-box helicase 59"
"ENSG00000155957",129.323160753397,0.390178831614878,0.16654273247454,2.34281511908378,0.0191388643128432,0.0357682706369113,"TMBIM4","51643","transmembrane BAX inhibitor motif containing 4"
"ENSG00000104903",5.77162324355611,1.89624031604724,0.809869008286176,2.34141607673075,0.019210744417951,0.035898053915527,"LYL1","4066","LYL1, basic helix-loop-helix family member"
"ENSG00000162222",399.472099047707,0.229316703763013,0.0979549314979243,2.34104297003028,0.0192299537320699,0.0359293937757665,"TTC9C","283237","tetratricopeptide repeat domain 9C"
"ENSG00000137959",5.81441427948146,-1.92048608070107,0.820451515675375,-2.34076730191689,0.0192441572246135,0.0359513739607497,"IFI44L","10964","interferon induced protein 44 like"
"ENSG00000132275",222.404581824202,-0.286526522838893,0.122484023344781,-2.33929711822372,0.0193200617504578,0.0360886020378006,"RRP8","23378","ribosomal RNA processing 8"
"ENSG00000196550",8.78041263313284,-1.45174213176785,0.620644919646868,-2.33908646604867,0.0193309589719657,0.0361003845835214,"FAM72C","554282","family with sequence similarity 72 member C"
"ENSG00000157077",793.888276694428,-0.167431879924114,0.0715802132751977,-2.33908048416124,0.0193312684986532,0.0361003845835214,"ZFYVE9","9372","zinc finger FYVE-type containing 9"
"ENSG00000158406",59.8942226076227,0.567478635008351,0.242627678389117,2.33888663806217,0.0193413012125694,0.0361145441873619,"HIST1H4H","8365","histone cluster 1 H4 family member h"
"ENSG00000155961",14.7655453798788,-1.11259705095737,0.475916165526958,-2.33780050258526,0.0193975995374797,0.03621507752513,"RAB39B","116442","RAB39B, member RAS oncogene family"
"ENSG00000046653",86.2040854987035,0.455634381453216,0.194923757197488,2.33750050791185,0.0194131745589152,0.0362395651234063,"GPM6B","2824","glycoprotein M6B"
"ENSG00000167371",33.4017577459861,-0.720206033455595,0.308179126364294,-2.33697214328608,0.0194406325846825,0.0362862263213083,"PRRT2","112476","proline rich transmembrane protein 2"
"ENSG00000177565",1132.80002583537,-0.154546915316624,0.0661439757762204,-2.33652291842102,0.0194640045618741,0.0363252499978347,"TBL1XR1","79718","transducin beta like 1 X-linked receptor 1"
"ENSG00000013374",623.188639660133,-0.186713115067092,0.0799446425432977,-2.33553005088451,0.0195157479273108,0.0364172059955313,"NUB1","51667","negative regulator of ubiquitin like proteins 1"
"ENSG00000183291",1937.94386376943,-0.132687436991991,0.056815035328896,-2.33542822289694,0.0195210614883702,0.0364225097120648,"SELENOF","9403","selenoprotein F"
"ENSG00000141837",280.282759604565,-0.265659337069444,0.113822064270583,-2.333988043284,0.0195963480093589,0.0365583515141686,"CACNA1A","773","calcium voltage-gated channel subunit alpha1 A"
"ENSG00000129347",338.684286643059,0.235017797124084,0.100716668733126,2.3334548300721,0.0196242864123738,0.0366058388995778,"KRI1","65095","KRI1 homolog"
"ENSG00000267534",383.473981767351,-0.230607519540447,0.0988559509879405,-2.33276314916619,0.0196605797681426,0.0366688970669306,"S1PR2","9294","sphingosine-1-phosphate receptor 2"
"ENSG00000148798",250.143307248769,-0.268598488366413,0.115145728627779,-2.33268304059012,0.0196647869500598,0.0366721030077162,"INA","9118","internexin neuronal intermediate filament protein alpha"
"ENSG00000183044",210.771436792113,-0.309364463520699,0.13264812551501,-2.33221888601579,0.0196891791295982,0.0367129455986865,"ABAT","18","4-aminobutyrate aminotransferase"
"ENSG00000153574",199.031660060795,0.299812516960815,0.128592579926735,2.33149157697616,0.0197274537035768,0.0367796600484902,"RPIA","22934","ribose 5-phosphate isomerase A"
"ENSG00000187123",9.50343628787984,-1.42446283880786,0.611085136799771,-2.33103826787167,0.0197513419094425,0.0368195392184876,"LYPD6","130574","LY6/PLAUR domain containing 6"
"ENSG00000167797",351.588576842485,0.237796531126064,0.102050830488374,2.3301773242615,0.0197967809401784,0.0368982771514764,"CDK2AP2","10263","cyclin dependent kinase 2 associated protein 2"
"ENSG00000204304",833.982976095095,0.16656047522634,0.0714807912038722,2.33014313945251,0.0197985870344603,0.0368982771514764,"PBX2","5089","PBX homeobox 2"
"ENSG00000187815",46.7913519595898,0.626090603407772,0.268726023341771,2.32984731296938,0.0198142225171563,0.0369227476871728,"ZFP69","339559","ZFP69 zinc finger protein"
"ENSG00000126218",114.321268071894,0.405723657735546,0.174170017994512,2.32946900050461,0.0198342333864506,0.0369553643046155,"F10","2159","coagulation factor X"
"ENSG00000158315",12.2320053745141,-1.21421056990835,0.52129656070222,-2.32921270048805,0.0198478004215222,0.036975967970218,"RHBDL2","54933","rhomboid like 2"
"ENSG00000196604",6.26659255970481,-1.79821114571231,0.772076571589977,-2.32905803890559,0.0198559912271276,0.0369865519091767,"POTEF","728378","POTE ankyrin domain family member F"
"ENSG00000196376",3.75194349493765,2.64113482015031,1.13403342738756,2.32897439913619,0.0198604219798833,0.0369901300568079,"SLC35F1","222553","solute carrier family 35 member F1"
"ENSG00000261150",6.17416062170604,-1.79546894574321,0.771210919127728,-2.32811660365748,0.0199059128845333,0.0370701723644494,"EPPK1","83481","epiplakin 1"
"ENSG00000118894",111.067946273587,-0.402414122262418,0.172860254480834,-2.32797367718231,0.019913501444924,0.0370796189886658,"EEF2KMT","196483","eukaryotic elongation factor 2 lysine methyltransferase"
"ENSG00000130119",338.375815423582,-0.248406642219486,0.106756623342557,-2.32684993625555,0.0199732535566219,0.0371847538931311,"GNL3L","54552","G protein nucleolar 3 like"
"ENSG00000165283",1086.4191148675,-0.1567987474037,0.0673876591306676,-2.32681694877781,0.0199750099451702,0.0371847538931311,"STOML2","30968","stomatin like 2"
"ENSG00000259224",3.81186553607602,2.59547614959681,1.11559873769119,2.32653198852512,0.0199901880106798,0.037206727238626,"SLC35G6","643664","solute carrier family 35 member G6"
"ENSG00000177675",27.0982732435752,0.860766627682952,0.36998341767948,2.32650055800242,0.0199918627359668,0.037206727238626,"CD163L1","283316","CD163 molecule like 1"
"ENSG00000135018",2770.3938173627,-0.109183785596757,0.0469498066078933,-2.32554281870888,0.0200429531033042,0.0372969718402329,"UBQLN1","29979","ubiquilin 1"
"ENSG00000268043",125.62464883249,0.401811105565889,0.172785065265044,2.32549673751912,0.0200454141638272,0.0372969718402329,"NBPF12","149013","NBPF member 12"
"ENSG00000055813",7.16010236529598,-1.78526337857539,0.767896777410357,-2.3248741642021,0.0200786898314484,0.0373541694945577,"CCDC85A","114800","coiled-coil domain containing 85A"
"ENSG00000158691",99.897259177179,0.421042430193948,0.181143643186408,2.32435664198643,0.0201063873482602,0.0374009764910587,"ZSCAN12","9753","zinc finger and SCAN domain containing 12"
"ENSG00000206262",4.7773637716545,2.17904055646173,0.937684292144788,2.32385310782754,0.0201333682294691,0.0374464387892372,"FOXL2NB","401089","FOXL2 neighbor"
"ENSG00000162385",247.726167012074,-0.269698294463382,0.116064677512694,-2.32368968960333,0.0201421314598594,0.0374580105306509,"MAGOH","4116","mago homolog, exon junction complex core component"
"ENSG00000107521",834.875262903591,-0.165429772755577,0.0712010136801908,-2.32341878584239,0.020156665887353,0.0374803106040636,"HPS1","3257","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
"ENSG00000114767",396.451709291129,-0.234978078369002,0.101177417323094,-2.32243601967658,0.0202094697412619,0.0375737561557611,"RRP9","9136","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
"ENSG00000121578",547.372352774292,0.193233122654128,0.0832064391831606,2.32233375867423,0.0202149711338285,0.0375792437651822,"B4GALT4","8702","beta-1,4-galactosyltransferase 4"
"ENSG00000154719",249.316911621783,-0.290634925612708,0.125162805989347,-2.32205504914491,0.0202299716612625,0.0376023864729079,"MRPL39","54148","mitochondrial ribosomal protein L39"
"ENSG00000186523",7.60596211713331,-1.66227135690601,0.715971345195152,-2.32170095641596,0.020249043422378,0.0376330897804549,"FAM86B1","85002","family with sequence similarity 86 member B1"
"ENSG00000100330",110.577826239979,0.402117006645099,0.173225551211318,2.32134926881863,0.0202680011667052,0.0376635734705461,"MTMR3","8897","myotubularin related protein 3"
"ENSG00000198763",22785.0048453476,0.115878677086338,0.0499224134151582,2.32117538314269,0.0202773802057297,0.037676251824514,"ND2","4536","MTND2"
"ENSG00000059378",96.9954569102107,-0.423305027993714,0.182545619283182,-2.31889995309635,0.0204004616822674,0.0379001644111001,"PARP12","64761","poly(ADP-ribose) polymerase family member 12"
"ENSG00000155090",978.412775783905,-0.152809881017168,0.0659027549472957,-2.31871764904782,0.0204103509234302,0.0379137574879651,"KLF10","7071","Kruppel like factor 10"
"ENSG00000082014",446.084635186118,-0.212466423626713,0.0916602699793089,-2.3179772836658,0.0204505556708513,0.0379836533682428,"SMARCD3","6604","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
"ENSG00000116754",2074.42404652239,0.128828977611543,0.0556198888199559,2.31623939466273,0.0205452013388997,0.0381546342405121,"SRSF11","9295","serine and arginine rich splicing factor 11"
"ENSG00000105997",87.3961340617317,-0.475440052979153,0.205277860596602,-2.31608051446646,0.0205538730022183,0.038165929231031,"HOXA3","3200","homeobox A3"
"ENSG00000143363",180.316568734284,0.320554424640088,0.138415296703538,2.31588872237627,0.0205643452448657,0.0381805644014652,"PRUNE1","58497","prune exopolyphosphatase 1"
"ENSG00000213416",8.70231510169153,-1.45585808321126,0.628937361277914,-2.31479026822824,0.0206244127807791,0.0382872648397937,"KRTAP4-12","83755","keratin associated protein 4-12"
"ENSG00000101191",1276.41333538672,0.14423715499173,0.0623140218008939,2.31468216660123,0.0206303324380085,0.0382934306639005,"DIDO1","11083","death inducer-obliterator 1"
"ENSG00000159069",1620.31061349697,0.132596924381593,0.0572887814477664,2.31453560419136,0.0206383605778403,0.0383023118899514,"FBXW5","54461","F-box and WD repeat domain containing 5"
"ENSG00000177700",2163.8554286672,-0.118355978997704,0.0511367389947799,-2.31449993339986,0.020640314902293,0.0383023118899514,"POLR2L","5441","RNA polymerase II subunit L"
"ENSG00000104331",2788.4158925702,-0.111887306687293,0.0483491565527866,-2.31415219343355,0.0206593752679508,0.0383328556841317,"IMPAD1","54928","inositol monophosphatase domain containing 1"
"ENSG00000142892",663.789083827048,-0.176420524869166,0.0762659474395167,-2.31322799745033,0.0207101070219217,0.0384221497090989,"PIGK","10026","phosphatidylinositol glycan anchor biosynthesis class K"
"ENSG00000101442",77.4824233100463,-0.493559920258856,0.213433748020234,-2.31247365909568,0.0207515952732706,0.0384942745295735,"ACTR5","79913","ARP5 actin related protein 5 homolog"
"ENSG00000132478",264.847883293932,0.261154624508282,0.112935861963099,2.31241538311021,0.0207548034375946,0.0384953804509525,"UNK","85451","unkempt family zinc finger"
"ENSG00000060339",1694.59703635062,0.129049210060411,0.055811248890266,2.31224372552821,0.020764255910203,0.0385080663904079,"CCAR1","55749","cell division cycle and apoptosis regulator 1"
"ENSG00000171314",2679.96422602291,-0.113349740983295,0.0490477561433741,-2.31100767692525,0.0208324308600177,0.0386296384014773,"PGAM1","5223","phosphoglycerate mutase 1"
"ENSG00000164122",3.35833022129466,-2.68745951109218,1.16299776347228,-2.31080367950874,0.0208437011883134,0.0386456746903212,"ASB5","140458","ankyrin repeat and SOCS box containing 5"
"ENSG00000152256",628.365147392726,-0.187038796649195,0.0809528088339076,-2.31046704053155,0.0208623112401519,0.0386753135921206,"PDK1","5163","pyruvate dehydrogenase kinase 1"
"ENSG00000083093",180.651268341713,0.30939652411196,0.133923974895064,2.31024000261632,0.0208748705095493,0.0386937292881068,"PALB2","79728","partner and localizer of BRCA2"
"ENSG00000164484",1708.67234122243,0.125918445406752,0.0545123154042427,2.30990821932601,0.0208932359283611,0.0387229012968042,"TMEM200A","114801","transmembrane protein 200A"
"ENSG00000183527",385.282574748108,-0.220358215581877,0.095447281052359,-2.30869033829257,0.0209607708691577,0.0388431838387586,"PSMG1","8624","proteasome assembly chaperone 1"
"ENSG00000137033",8.77178743680061,1.49216382652943,0.646445152056743,2.30826052571039,0.0209846505644598,0.0388825471484799,"IL33","90865","interleukin 33"
"ENSG00000172500",742.755342773984,-0.168534064160863,0.0730294980522653,-2.30775328676431,0.0210128624381093,0.0389299266640924,"FIBP","9158","FGF1 intracellular binding protein"
"ENSG00000171793",1119.19959845312,-0.143251131324071,0.0620819450795337,-2.30745237025919,0.0210296145794481,0.0389560658210037,"CTPS1","1503","CTP synthase 1"
"ENSG00000162642",343.66310580972,0.240665050224182,0.104302388449326,2.30737813200802,0.0210337492415542,0.0389588282420542,"C1orf52","148423","chromosome 1 open reading frame 52"
"ENSG00000079805",2486.83756470797,0.11343395549372,0.0491683738778472,2.30705119057899,0.0210519665099775,0.0389876705735171,"DNM2","1785","dynamin 2"
"ENSG00000134308",6849.10633006792,-0.0942798720543128,0.0408737579873053,-2.30661130017931,0.0210764990178284,0.0390281998397732,"YWHAQ","10971","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta"
"ENSG00000214021",87.4481370419984,0.438173743850177,0.190027155669573,2.30584803685686,0.0211191250093385,0.0391022191441747,"TTLL3","26140","tubulin tyrosine ligase like 3"
"ENSG00000115947",298.269808725684,0.2465085434044,0.106938108301112,2.30515152475198,0.0211580886643015,0.039167301749462,"ORC4","5000","origin recognition complex subunit 4"
"ENSG00000108561",1506.19103663918,-0.133709472123715,0.0580053100494565,-2.30512468616599,0.021159591296595,0.039167301749462,"C1QBP","708","complement C1q binding protein"
"ENSG00000107897",452.703425336461,0.218481848396472,0.0948123818630069,2.30435987476987,0.0212024504623385,0.039241707260322,"ACBD5","91452","acyl-CoA binding domain containing 5"
"ENSG00000120675",529.830152504738,-0.189652203429785,0.0823556642609288,-2.30284346719501,0.0212876518831277,0.0393944517144068,"DNAJC15","29103","DnaJ heat shock protein family (Hsp40) member C15"
"ENSG00000162458",2879.63997052123,-0.103533790590186,0.0449648694752067,-2.30254845168123,0.0213042623372939,0.0394202408445748,"FBLIM1","54751","filamin binding LIM protein 1"
"ENSG00000160710",4727.49994764025,0.0959772569873357,0.0416928346321864,2.30200843463981,0.0213346965192119,0.03947159895809,"ADAR","103","adenosine deaminase, RNA specific"
"ENSG00000167705",24.4749112373457,-0.840622399640352,0.365264003466457,-2.30141046383605,0.0213684410193998,0.0395290678729652,"RILP","83547","Rab interacting lysosomal protein"
"ENSG00000174749",31.1278253534646,-0.739983936354313,0.321765130222555,-2.29976422815763,0.0214615811013404,0.0396963833172133,"FAM241A","132720","family with sequence similarity 241 member A"
"ENSG00000110237",2717.2479488323,0.104546498004242,0.0454661745501975,2.2994346684878,0.0214802692074574,0.0397259640581638,"ARHGEF17","9828","Rho guanine nucleotide exchange factor 17"
"ENSG00000153975",166.599718501089,0.325317747789644,0.141484621786254,2.29931524488304,0.0214870447736248,0.0397335088925574,"ZUFSP","221302","zinc finger with UFM1 specific peptidase domain"
"ENSG00000139719",259.665947182471,0.270898133029578,0.11782194497157,2.29921627159478,0.0214926614895256,0.0397389091748373,"VPS33A","65082","VPS33A, CORVET/HOPS core subunit"
"ENSG00000197472",3.34438630074425,-2.68493491654016,1.16809662546198,-2.29855549448084,0.0215301932365234,0.0398033100752486,"ZNF695","57116","zinc finger protein 695"
"ENSG00000116701",25.2956658294683,-0.851613130225337,0.370538257135882,-2.29831363921226,0.0215439447296917,0.0398237372916338,"NCF2","4688","neutrophil cytosolic factor 2"
"ENSG00000139154",543.747046993978,0.196168003607917,0.0853876159785757,2.29738237049664,0.0215969665717052,0.0399167410752184,"AEBP2","121536","AE binding protein 2"
"ENSG00000104957",249.038469936285,0.270814108468957,0.117900576617855,2.29697017807414,0.0216204710165427,0.0399551726447405,"CCDC130","81576","coiled-coil domain containing 130"
"ENSG00000160932",2239.41763992084,0.120643098496522,0.0525333529941566,2.2965048225637,0.0216470337375068,0.0399992456398415,"LY6E","4061","lymphocyte antigen 6 family member E"
"ENSG00000144021",1080.43428205857,0.150206358266727,0.0654350344684635,2.2955036164781,0.0217042793942944,0.040099996203223,"CIAO1","9391","cytosolic iron-sulfur assembly component 1"
"ENSG00000186493",8.86228444715857,1.43022089919028,0.623066740314899,2.29545377188236,0.0217071327835784,0.0401002410333892,"C5orf38","153571","chromosome 5 open reading frame 38"
"ENSG00000178381",163.301106305659,0.337149194410562,0.14694339115864,2.2944155007732,0.0217666436283066,0.0402051377107386,"ZFAND2A","90637","zinc finger AN1-type containing 2A"
"ENSG00000180902",184.630241168916,-0.312224282203619,0.136103420938847,-2.29402229605901,0.0217892180814583,0.0402417914892897,"D2HGDH","728294","D-2-hydroxyglutarate dehydrogenase"
"ENSG00000093217",59.902436815467,-0.538367534057967,0.23469206425854,-2.29393156414907,0.0217944300242588,0.0402463738500847,"XYLB","9942","xylulokinase"
"ENSG00000162396",45.0399746500022,-0.617902117256166,0.269424290841982,-2.29341651164842,0.0218240369181777,0.0402935690069852,"PARS2","25973","prolyl-tRNA synthetase 2, mitochondrial"
"ENSG00000116299",23.3057720598996,-0.902545712897045,0.393541867940181,-2.29339185083665,0.0218254553794791,0.0402935690069852,"KIAA1324","57535","KIAA1324"
"ENSG00000173818",212.508600046472,0.302320065295339,0.131852983787654,2.29285721574734,0.0218562266990564,0.0403453242849064,"ENDOV","284131","endonuclease V"
"ENSG00000083312",4981.13383471491,-0.0936132227889291,0.0408318950359853,-2.29264947674918,0.021868193451525,0.0403623588088386,"TNPO1","3842","transportin 1"
"ENSG00000107341",1818.27303200877,0.13239825540607,0.0577766890026896,2.29155144906116,0.0219315398107009,0.0404742090821575,"UBE2R2","54926","ubiquitin conjugating enzyme E2 R2"
"ENSG00000172244",37.5134137053207,-0.663504434399708,0.289580825687366,-2.29125817576068,0.0219484860441853,0.0405004115837239,"C5orf34","375444","chromosome 5 open reading frame 34"
"ENSG00000176714",11.9475629108042,-1.21652660895967,0.530980351300194,-2.29109534087429,0.0219579000626425,0.0405127104560873,"CCDC121","79635","coiled-coil domain containing 121"
